video_id,comment
MP-aGSJJsvk,"I just bought this phone and it's crazy to me that this was a budget phone. I literally ordered it online, added a nice case and had it delivered in about 40 minutes... all for under $200 total. The amount of bang for your buck is pretty crazy and although I'm used to my iPad finger sensor location, I am really liking the feature built into the power button. Also, battery life matters to me and this is an upgrade over my last phone."
MP-aGSJJsvk,I just got this phone. It's a very fast equipped phone when your on the go and in a fast pace environment. Like the fingerprint unlock feature is on point. The swiping on point too
MP-aGSJJsvk,"Let’s be honest, for most people this phone checks all the boxes."
MP-aGSJJsvk,"Great review! I have upgraded my Samsung A12 on this because it has 5G. Man, Samsung is very durable. My A12 is still good after 3 years of use. You can never go wrong with Samsung!"
MP-aGSJJsvk,The phone to get for people who want the features that matter the most to most smartphone users without wanting to pay up to $1000 more for any of the S24 models. I'd buy it.
MP-aGSJJsvk,I have been using it for 2 months. It's enough for most people.
MP-aGSJJsvk,Got mine for $128 out the door from T-Mobile today. I have an iPhone 11 and the A15 5G is definitely an upgrade.
MP-aGSJJsvk,A15... Got her today... On my hand the most beautiful creature made by Samsung. Love it. 😊😊
MP-aGSJJsvk,"GSMARENA was my go to before the YouTube review era!!
Good to see you guys!!
Subbed!!"
MP-aGSJJsvk,I got this phone free when changing service and went from an A53 5G to this. I know the A53 has better specs but with day to day use they seem about the same. I'll probably go back to my A53 just because the camera is better but other than that it would be hard to tell them apart. I think the fingerprint reader is better on the A15 and it has an actual headphone jack so those even things out a little.
MP-aGSJJsvk,"Great review. This A15 5G looks identical to my A25, but I am glad I bought the latter, the extra 50 bucks price difference seems to be worth it."
MP-aGSJJsvk,"Just got it. Replacement for my overheated s21, its really good for a budget phone"
MP-aGSJJsvk,I got one a month ago and it is the best bang for your buck. The display is 🔥
MP-aGSJJsvk,In video speaker test like the old days! Classic 😊
MP-aGSJJsvk,"Galaxy A15 my dream phone 😍 cant wait to save money and buy this to play my favourite games, Pree Payyee and Pabjee Mobeel at 8k max settings 500fps wow"
MP-aGSJJsvk,"I switched from S21 to this phone because of the longer battery, but it ticks all of the boxes I need for a phone. No need spending much and this phone doesnt need a cover"
MP-aGSJJsvk,I bought this phone just for my curiosity and it's pretty good aside from the meh camera quality. I own a Pixel 8 Pro and honestly this phone is pretty good for those on a very strict budget.
MP-aGSJJsvk,"Most people using phones at this price range won't be needing the 5G speed, I appreciate the option thou, but getting the cheaper 4G model is probably the wiser choice."
MP-aGSJJsvk,"I just bought the Galaxy A15 a few days ago and so far I like it. It's probably too early to say for sure but so far it's a pretty good phone. I bought the Samsung galaxy A20 around 3 years ago and I loved it! Until the screen pixels crapped out on me after 2 or 3 months. I paid $80 to repair the screen and the new screen crappmonths. after 6 months. I was soon mad!!! 😂😭😠 So,  I'll wait past 6 months to see how this version really works for me. 😅😊"
MP-aGSJJsvk,Bought it yesterday and I'm in love with it perfect phone❤❤
MP-aGSJJsvk,"I was attacked and robbed recently of my S24 Ultra and Switch OLED and 1800 in cash. Needless to say, I needed to shop for a new phone but was determined to get an OLED screen. I got the A15 LTE for $199 in Canada. What an incredible phone and value. The S24 Ultra is 2 grand in Canada and this phone keeps up nicely and had Android 14 installed. 
Im grateful that Samsung has a cheaper line of phones but also that they are making them so well. 
Everything about this phone is incredible for 2 hundred bucks.
Spring for the 5G model though. I should have thrown in the extra 25. My LTE is a little slow at times."
MP-aGSJJsvk,"It’s good to see Amoled screen on Samsung’s budget phones. However, I think I’m gonna wait for A55 if it has some interesting upgrade too."
MP-aGSJJsvk,Dear Samsung please get rid of this dam notch.Bring the punch hole in all of your devices.It is a humble request
MP-aGSJJsvk,"A15 User here. I'm super happy with it's recent updates, improving performance and so on."
MP-aGSJJsvk,Watching this on my Samsung A34. I love Samsung
MP-aGSJJsvk,Samsung did a good job for thier budget phones.
MP-aGSJJsvk,"I love Samsung Galaxy A15 5G, I did some tests on it, didn't even break, I even poured water on it, didn't do ANY damage!"
MP-aGSJJsvk,"Thanks for this review. I had to buy one 4 days ago, when the screen of my device which i had for almost 4 years gave out. I actually really like it."
MP-aGSJJsvk,"Updated comment: Guess the issue at 3:22 verifies Notebookcheck's test of the A15 LTE having better UFS controllers than the 5G version.

Original comment: Any other complaints that aren't based on skill issues?😂
Some website said the 4G version has faster storage speed despite both models being UFS 2.2."
