video_id,comment
pm9CYCllfFg,I'm  still here. Thanks for this  informative  video. It is great with no disruptive  music. Love it.
pm9CYCllfFg,watched it and did almost every tip to my new phone as my last one fell out my hoodie into water and died.. this it my new phone and has pretty great features.. glad i searched and found ur vid.. i liked :)
pm9CYCllfFg,"Excellent instructions and sharing. Much appreciated, sir."
pm9CYCllfFg,I'm still here! 😊 Great review. To me Samsung eco system is great.
pm9CYCllfFg,Thanks!
pm9CYCllfFg,Great information
pm9CYCllfFg,Thanks so much for this information.  This is my dream phone
pm9CYCllfFg,"I'm part of the crew, salute!🫡🫡🫡🫡"
pm9CYCllfFg,"Thanks for this, I found the information extremely helpful."
pm9CYCllfFg,"Very well done video, learned a few things. I didn't realized this phone would split screen!- Nice. Thank you.  Been using the ""device care/maintenance"" since 2016 J3 Luna pro."
pm9CYCllfFg,What a good channel man ❤
pm9CYCllfFg,I'm still here.  The Flashlight thing was Brilliant THANK U !!!
pm9CYCllfFg,"Thank you for this very helpful vid.  I just upgraded to this from a Jitterbug (Lively) phone and you have helped me so much, being a non techy. lol  I would like to know how to get the voice to text readily available and not have to click everytime and choose it.  Thanks again!"
pm9CYCllfFg,"Thanks, the video was very helpful ❤😂"
pm9CYCllfFg,"Very helpful, thanks a lot , I learned many tips and set them up on the A15. Dublin Ireland. ( Will be using the flash at night in the bathroom too 😀😀😀"
pm9CYCllfFg,Good job
pm9CYCllfFg,Thanks for taking the time to show us all of this information.  All of it was very informative and helpful.
pm9CYCllfFg,Thanks for this.
pm9CYCllfFg,"Love the traditional headphone jack, sd card."
pm9CYCllfFg,I pimped out my galaxy a155g..shit is way better and faster than how i bought it
pm9CYCllfFg,Outstanding Video! Just got a A15 & amazed at its capabilities. You are GREAT!...How about another Vid showing  'How to Transfer from Contacts List into 'Groups'. I can't get this to work....Thanks
pm9CYCllfFg,Is there any way to bring the screenshot icon like to the bottom of the phone? So its easier? I can't find the icon you clicked so fast 😔
pm9CYCllfFg,What a great video. Fort Tsing android.  Lots to customize
pm9CYCllfFg,thank you for this video
pm9CYCllfFg,"Almost every single one of these was something new for me. And I actually changed at least 10 different things. But do you think you could make a video showing us how to change the character symbols' locations? On my keyboard, I hate that the question mark is so far away from the exclamation mark. On my old phone, it used to be right next to each other, but now they're on opposite sides of the keyboard. I know where in the settings it says to change it, but every time I try doing it, it's just really confusing, and I end up not changing anything."
pm9CYCllfFg,I found this very helpful but I have a question for you. I installed a micro sd card but I can't figure out how to transfer the pictures and videos that my wife has on her phone to it. How is that done?
pm9CYCllfFg,"Watched, but barely see the phone screen."
pm9CYCllfFg,These are things that come with the phone.You figure it out on your own
pm9CYCllfFg,just the best great youtuber
pm9CYCllfFg,Appreciate it bro👍
pm9CYCllfFg,does it have a screen recorder on the drop down menu ?
pm9CYCllfFg,"Just found your channel and this is fantastic, I just bought the A15 a week ago, subbed!  ❤"
pm9CYCllfFg,Is there more than one way to do a screen shot. I find it very hard to do it. Thank you
pm9CYCllfFg,I'm still here. 🔥
pm9CYCllfFg,👍👍👍👍👍👍👍👍👍👍👍
pm9CYCllfFg,"I agree, don't put it on the dark screen"
pm9CYCllfFg,I'm still here 😆
pm9CYCllfFg,"I just got this phone and really happy with it...question, when I'm listening to music on Spotify for example how can I pin the app so I don't accidentally close it?"
pm9CYCllfFg,im still  here 👍
pm9CYCllfFg,Thinking of upgrading from a Pixel 3 to this! Looks so good for free (with xfinity)
pm9CYCllfFg,"Hi got this phone about 6 months ago ,but i can not get it to notify me of a voice mail . talk to straight talk they looked at there settings  said things was ok on there side . would you have any ideals what it might be ?"
pm9CYCllfFg,"Please, please, please can you help me? 1st of all I can do things however I need talking through it from start to finish, as you have brilliantly done in this video, and thanks for that. Right, how on earth do I get the phone to stop leaving (for E.G.) the 'Copied to clipboard' on the screen in the small grey box, it happens with other things also. I just can't get rid of it and it drives me mad! And another issue, how can you access the clipboard? Thanks in advance, MAH."
pm9CYCllfFg,"Mr. Butler,
Hope all is well. After watching your video on the A15, I  was  so convinced as to which phone I was going to purchase...however when I  went to the Samsung website, I basically got talked out of the A15, and into the A25. PLEASE, I need your help/opinion/advice because I am older and not very tech savvy. I have scoured YouTube looking to see if you had a video similar to this one about the A15 but giving a review of the A25. PLEASE HELP,  I need to make my decision soon. Thx in advance 😊"
pm9CYCllfFg,What does the button on the left with a small hole on the top of it do?
pm9CYCllfFg,"When the A15 is connected to a WiFi, the MBpS display is missing! Any idea how to get the MBpS display back?"
pm9CYCllfFg,Just got mine a couple of days ago
pm9CYCllfFg,i am still here 😃
pm9CYCllfFg,"Wich has better anc soundpeats space, Baseus h1i or qcy h3?"
pm9CYCllfFg,How do you have the microphone show on the keyboard?
pm9CYCllfFg,I'm A15 5g user i want to know all settings thank you.
pm9CYCllfFg,"I'm still here lol.  I thought I knew everything, but there's so much random shit I guess I didn't."
pm9CYCllfFg,I just got this today
pm9CYCllfFg,Im getting it soon
pm9CYCllfFg,"Hi, do you know how to turn off autoplay of video files in the gallery app?"
pm9CYCllfFg,Also does it have always on display?
pm9CYCllfFg,Worst thing i have found on this phone is the screen shot it so slow it's making me want to move back to a higher end phone .
pm9CYCllfFg,How do you turn on voice commands in video mode?
pm9CYCllfFg,this have AOD ? or GoodLock support?
pm9CYCllfFg,Still  here 25:43
pm9CYCllfFg,Is the calculator display really supposed to be a pale pastel purple and pink with almost no contrast?!
pm9CYCllfFg,"Why do some of the texts require me to download.  It says to tap download, but then I don’t get it (the little circle just keeps going, but never downloads.  Please help me figure out how this works or what settings I can change.  Some texts come fine."
pm9CYCllfFg,What is the storage on this phone
pm9CYCllfFg,im still here
